feat0,feat1,depth,distance,MMAP
color,daisy,None,d1,0.18105127840653312
color,daisy,300,d1,0.20705252228412568
color,daisy,200,d1,0.23794426748454747
color,daisy,100,d1,0.29261098378964834
color,daisy,50,d1,0.3484527082809478
color,daisy,30,d1,0.39239151355001517
color,daisy,10,d1,0.4582990611615017
color,daisy,5,d1,0.4776611111111111
color,daisy,3,d1,0.4761666666666666
color,daisy,1,d1,0.436
color,edge,None,d1,0.0818046141671125
color,edge,300,d1,0.10709040992200639
color,edge,200,d1,0.13224690054177302
color,edge,100,d1,0.18574719212173907
color,edge,50,d1,0.2335818637947932
color,edge,30,d1,0.26728673689813764
color,edge,10,d1,0.31490068783068786
color,edge,5,d1,0.3087333333333333
color,edge,3,d1,0.30133333333333334
color,edge,1,d1,0.25999999999999995
color,gabor,None,d1,0.19829835712465677
color,gabor,300,d1,0.22497095109413023
color,gabor,200,d1,0.25698190000856413
color,gabor,100,d1,0.3096812287115991
color,gabor,50,d1,0.3574346045266448
color,gabor,30,d1,0.3981873591310827
color,gabor,10,d1,0.4690637030738221
color,gabor,5,d1,0.49510555555555547
color,gabor,3,d1,0.49633333333333335
color,gabor,1,d1,0.46199999999999997
color,hog,None,d1,0.17419835948393542
color,hog,300,d1,0.19760237257654203
color,hog,200,d1,0.2266273547208243
color,hog,100,d1,0.2758852154587265
color,hog,50,d1,0.328741132446531
color,hog,30,d1,0.3701066034162004
color,hog,10,d1,0.438647306941295
color,hog,5,d1,0.46077777777777773
color,hog,3,d1,0.45966666666666667
color,hog,1,d1,0.41600000000000004
color,vgg,None,d1,0.3166182447614709
color,vgg,300,d1,0.3463633415579044
color,vgg,200,d1,0.3868422408047419
color,vgg,100,d1,0.4577813234978467
color,vgg,50,d1,0.5260154852834471
color,vgg,30,d1,0.5797240321061653
color,vgg,10,d1,0.6856570398715042
color,vgg,5,d1,0.7288138888888888
color,vgg,3,d1,0.7371666666666666
color,vgg,1,d1,0.698
color,res,None,d1,0.24148323512360675
color,res,300,d1,0.2571713515422064
color,res,200,d1,0.28613423478928435
color,res,100,d1,0.347390797974822
color,res,50,d1,0.39796877433918093
color,res,30,d1,0.434146400727566
color,res,10,d1,0.5040552327959497
color,res,5,d1,0.5214944811227835
color,res,3,d1,0.523875826014371
color,res,1,d1,0.4862987495820314
daisy,edge,None,d1,0.07670045309534543
daisy,edge,300,d1,0.09828339621442014
daisy,edge,200,d1,0.12096390353746912
daisy,edge,100,d1,0.1682228748171849
daisy,edge,50,d1,0.2166064900154482
daisy,edge,30,d1,0.24879814051168872
daisy,edge,10,d1,0.27950444444444444
daisy,edge,5,d1,0.27699722222222223
daisy,edge,3,d1,0.2653333333333333
daisy,edge,1,d1,0.222
daisy,gabor,None,d1,0.16594126544552665
daisy,gabor,300,d1,0.19397405639549384
daisy,gabor,200,d1,0.22257481042852
daisy,gabor,100,d1,0.27778538606523545
daisy,gabor,50,d1,0.34228644833530353
daisy,gabor,30,d1,0.38991873543812977
daisy,gabor,10,d1,0.47870079900478707
daisy,gabor,5,d1,0.5036027777777778
daisy,gabor,3,d1,0.5043333333333333
daisy,gabor,1,d1,0.45
daisy,hog,None,d1,0.1515152703354129
daisy,hog,300,d1,0.18575628292821253
daisy,hog,200,d1,0.2129384677746472
daisy,hog,100,d1,0.2650986404766119
daisy,hog,50,d1,0.3262388647607783
daisy,hog,30,d1,0.37997315668783826
daisy,hog,10,d1,0.46259339663643234
daisy,hog,5,d1,0.49299722222222214
daisy,hog,3,d1,0.49333333333333323
daisy,hog,1,d1,0.43800000000000006
daisy,vgg,None,d1,0.5725750914543516
daisy,vgg,300,d1,0.6016089251874353
daisy,vgg,200,d1,0.6219385507654125
daisy,vgg,100,d1,0.6681213431491435
daisy,vgg,50,d1,0.7262220947208016
daisy,vgg,30,d1,0.7730088005166084
daisy,vgg,10,d1,0.873860447845805
daisy,vgg,5,d1,0.9076805555555555
daisy,vgg,3,d1,0.9173333333333333
daisy,vgg,1,d1,0.9079999999999998
daisy,res,None,d1,0.46008843616829326
daisy,res,300,d1,0.49482043257518343
daisy,res,200,d1,0.530397887237861
daisy,res,100,d1,0.5940214769696851
daisy,res,50,d1,0.6647851294595329
daisy,res,30,d1,0.7177411087618113
daisy,res,10,d1,0.8274980194417849
daisy,res,5,d1,0.875369472339093
daisy,res,3,d1,0.8888816763731626
daisy,res,1,d1,0.8656639988838131
edge,gabor,None,d1,0.07842984730543519
edge,gabor,300,d1,0.10089602125167732
edge,gabor,200,d1,0.12302270471845034
edge,gabor,100,d1,0.17720279447615814
edge,gabor,50,d1,0.21994130831301498
edge,gabor,30,d1,0.24728892823193868
edge,gabor,10,d1,0.2827057142857143
edge,gabor,5,d1,0.2847666666666666
edge,gabor,3,d1,0.275
edge,gabor,1,d1,0.23
edge,hog,None,d1,0.07643453820369722
edge,hog,300,d1,0.0990896429651767
edge,hog,200,d1,0.1226219628725407
edge,hog,100,d1,0.17053544751042807
edge,hog,50,d1,0.21528735830848603
edge,hog,30,d1,0.2499588917146924
edge,hog,10,d1,0.29366566515495085
edge,hog,5,d1,0.2946861111111111
edge,hog,3,d1,0.2835
edge,hog,1,d1,0.226
edge,vgg,None,d1,0.07798267897278369
edge,vgg,300,d1,0.10041822880917467
edge,vgg,200,d1,0.122809544426644
edge,vgg,100,d1,0.17304425077721652
edge,vgg,50,d1,0.22094181233878998
edge,vgg,30,d1,0.24773121594244438
edge,vgg,10,d1,0.2837412433862434
edge,vgg,5,d1,0.28450000000000003
edge,vgg,3,d1,0.2688333333333333
edge,vgg,1,d1,0.23199999999999998
edge,res,None,d1,0.08439177670030439
edge,res,300,d1,0.1043787654098781
edge,res,200,d1,0.13664872796978247
edge,res,100,d1,0.18376388312454978
edge,res,50,d1,0.23166303463794374
edge,res,30,d1,0.2669631896576433
edge,res,10,d1,0.30798780631133577
edge,res,5,d1,0.30567336354735736
edge,res,3,d1,0.2981338187383079
edge,res,1,d1,0.2590868448716746
gabor,hog,None,d1,0.14419838025386666
gabor,hog,300,d1,0.17195961257168743
gabor,hog,200,d1,0.19901261728332342
gabor,hog,100,d1,0.2531606937836236
