feat0,feat1,feat2,feat3,depth,distance,MMAP
color,daisy,edge,gabor,None,d1,0.08004126182824305
color,daisy,edge,gabor,300,d1,0.10356543075165357
color,daisy,edge,gabor,200,d1,0.1274083644761304
color,daisy,edge,gabor,100,d1,0.18124467626237345
color,daisy,edge,gabor,50,d1,0.2255270856383632
color,daisy,edge,gabor,30,d1,0.2607052129386431
color,daisy,edge,gabor,10,d1,0.2974805952380952
color,daisy,edge,gabor,5,d1,0.2978361111111111
color,daisy,edge,gabor,3,d1,0.2853333333333333
color,daisy,edge,gabor,1,d1,0.24200000000000002
color,daisy,edge,hog,None,d1,0.07997269694418405
color,daisy,edge,hog,300,d1,0.10282575790257088
color,daisy,edge,hog,200,d1,0.12695824296244923
color,daisy,edge,hog,100,d1,0.17663411067372042
color,daisy,edge,hog,50,d1,0.22396014870465258
color,daisy,edge,hog,30,d1,0.25575142679618773
color,daisy,edge,hog,10,d1,0.2992614021164021
color,daisy,edge,hog,5,d1,0.29713055555555556
color,daisy,edge,hog,3,d1,0.2855
color,daisy,edge,hog,1,d1,0.24599999999999997
color,daisy,edge,vgg,None,d1,0.0808013318789201
color,daisy,edge,vgg,300,d1,0.10466691584537989
color,daisy,edge,vgg,200,d1,0.12913164257405108
color,daisy,edge,vgg,100,d1,0.18359505009431204
color,daisy,edge,vgg,50,d1,0.22963768803834939
color,daisy,edge,vgg,30,d1,0.2638333243172779
color,daisy,edge,vgg,10,d1,0.3058638888888889
color,daisy,edge,vgg,5,d1,0.3058361111111111
color,daisy,edge,vgg,3,d1,0.29599999999999993
color,daisy,edge,vgg,1,d1,0.254
color,daisy,edge,res,None,d1,0.08640468538903147
color,daisy,edge,res,300,d1,0.10659937525004964
color,daisy,edge,res,200,d1,0.1364944205840028
color,daisy,edge,res,100,d1,0.18686971439459327
color,daisy,edge,res,50,d1,0.23633688440651623
color,daisy,edge,res,30,d1,0.2671388256717559
color,daisy,edge,res,10,d1,0.3107111384983934
color,daisy,edge,res,5,d1,0.3121628803381383
color,daisy,edge,res,3,d1,0.3016992501822223
color,daisy,edge,res,1,d1,0.2660874005595368
color,daisy,gabor,hog,None,d1,0.16131346830570856
color,daisy,gabor,hog,300,d1,0.18644422113568612
color,daisy,gabor,hog,200,d1,0.21891976134655677
color,daisy,gabor,hog,100,d1,0.2700282391716493
color,daisy,gabor,hog,50,d1,0.32400491316377417
color,daisy,gabor,hog,30,d1,0.3639825947479362
color,daisy,gabor,hog,10,d1,0.43143912855883093
color,daisy,gabor,hog,5,d1,0.45924444444444446
color,daisy,gabor,hog,3,d1,0.4588333333333333
color,daisy,gabor,hog,1,d1,0.42200000000000004
color,daisy,gabor,vgg,None,d1,0.23202977378551107
color,daisy,gabor,vgg,300,d1,0.26625529290399363
color,daisy,gabor,vgg,200,d1,0.3123426964588371
color,daisy,gabor,vgg,100,d1,0.3836619256305143
color,daisy,gabor,vgg,50,d1,0.45029562612830615
color,daisy,gabor,vgg,30,d1,0.5048229723232085
color,daisy,gabor,vgg,10,d1,0.6047195124716553
color,daisy,gabor,vgg,5,d1,0.6406999999999999
color,daisy,gabor,vgg,3,d1,0.6526666666666666
color,daisy,gabor,vgg,1,d1,0.61
color,daisy,gabor,res,None,d1,0.1981027309729493
color,daisy,gabor,res,300,d1,0.21317435228779597
color,daisy,gabor,res,200,d1,0.24304849429119402
color,daisy,gabor,res,100,d1,0.3046350655946182
